issue_utc,lead_min,method,scale,fss
2026-07-01 01:00:00,30,M0,1,0.9334986805915833
2026-07-01 01:00:00,30,M0,3,0.9694234728813171
2026-07-01 01:00:00,30,M0,9,0.9892728328704834
2026-07-01 01:00:00,30,M0,21,0.9964319467544556
2026-07-01 01:00:00,30,M0,51,0.9989511370658875
2026-07-01 01:00:00,30,M1,1,0.9445340633392334
2026-07-01 01:00:00,30,M1,3,0.9716979265213013
2026-07-01 01:00:00,30,M1,9,0.9890192151069641
2026-07-01 01:00:00,30,M1,21,0.995589017868042
2026-07-01 01:00:00,30,M1,51,0.9984670877456665
2026-07-01 01:00:00,30,M4,1,0.9482039213180542
2026-07-01 01:00:00,30,M4,3,0.9717721939086914
2026-07-01 01:00:00,30,M4,9,0.9868752956390381
2026-07-01 01:00:00,30,M4,21,0.9936853051185608
2026-07-01 01:00:00,30,M4,51,0.996870756149292
2026-07-01 01:00:00,60,M0,1,0.9160105586051941
2026-07-01 01:00:00,60,M0,3,0.9537908434867859
2026-07-01 01:00:00,60,M0,9,0.9784694314002991
2026-07-01 01:00:00,60,M0,21,0.9911233186721802
2026-07-01 01:00:00,60,M0,51,0.9969411492347717
2026-07-01 01:00:00,60,M1,1,0.9276949763298035
2026-07-01 01:00:00,60,M1,3,0.9539285898208618
2026-07-01 01:00:00,60,M1,9,0.9757171273231506
2026-07-01 01:00:00,60,M1,21,0.9892364740371704
2026-07-01 01:00:00,60,M1,51,0.9967001080513
2026-07-01 01:00:00,60,M4,1,0.9372757077217102
2026-07-01 01:00:00,60,M4,3,0.9608897566795349
2026-07-01 01:00:00,60,M4,9,0.9780903458595276
2026-07-01 01:00:00,60,M4,21,0.9884859919548035
2026-07-01 01:00:00,60,M4,51,0.9944511651992798
2026-07-01 01:00:00,120,M0,1,0.8850679397583008
2026-07-01 01:00:00,120,M0,3,0.9264094233512878
2026-07-01 01:00:00,120,M0,9,0.9564880132675171
2026-07-01 01:00:00,120,M0,21,0.976973831653595
2026-07-01 01:00:00,120,M0,51,0.990621030330658
2026-07-01 01:00:00,120,M1,1,0.9010896682739258
2026-07-01 01:00:00,120,M1,3,0.9285879135131836
2026-07-01 01:00:00,120,M1,9,0.9531883001327515
2026-07-01 01:00:00,120,M1,21,0.9743563532829285
2026-07-01 01:00:00,120,M1,51,0.9898615479469299
2026-07-01 01:00:00,120,M4,1,0.9116894602775574
2026-07-01 01:00:00,120,M4,3,0.9370942115783691
2026-07-01 01:00:00,120,M4,9,0.956728458404541
2026-07-01 01:00:00,120,M4,21,0.9716228246688843
2026-07-01 01:00:00,120,M4,51,0.9849861264228821
2026-07-01 01:00:00,180,M0,1,0.8670065402984619
2026-07-01 01:00:00,180,M0,3,0.9096179604530334
2026-07-01 01:00:00,180,M0,9,0.9408419132232666
2026-07-01 01:00:00,180,M0,21,0.9629833698272705
2026-07-01 01:00:00,180,M0,51,0.9814343452453613
2026-07-01 01:00:00,180,M1,1,0.8870869278907776
2026-07-01 01:00:00,180,M1,3,0.9146385788917542
2026-07-01 01:00:00,180,M1,9,0.9385191798210144
2026-07-01 01:00:00,180,M1,21,0.9599130749702454
2026-07-01 01:00:00,180,M1,51,0.9791231751441956
2026-07-01 01:00:00,180,M4,1,0.8993749618530273
2026-07-01 01:00:00,180,M4,3,0.9259436726570129
2026-07-01 01:00:00,180,M4,9,0.9462379813194275
2026-07-01 01:00:00,180,M4,21,0.9616667628288269
2026-07-01 01:00:00,180,M4,51,0.9774579405784607
2026-07-01 01:00:00,240,M0,1,0.8552096486091614
2026-07-01 01:00:00,240,M0,3,0.8963941931724548
2026-07-01 01:00:00,240,M0,9,0.9282982349395752
2026-07-01 01:00:00,240,M0,21,0.9523094296455383
2026-07-01 01:00:00,240,M0,51,0.973442792892456
2026-07-01 01:00:00,240,M1,1,0.8860582113265991
2026-07-01 01:00:00,240,M1,3,0.911505937576294
2026-07-01 01:00:00,240,M1,9,0.9327847957611084
2026-07-01 01:00:00,240,M1,21,0.9512524604797363
2026-07-01 01:00:00,240,M1,51,0.9711043834686279
2026-07-01 01:00:00,240,M4,1,0.8930932879447937
2026-07-01 01:00:00,240,M4,3,0.9190457463264465
2026-07-01 01:00:00,240,M4,9,0.9398808479309082
2026-07-01 01:00:00,240,M4,21,0.956551730632782
2026-07-01 01:00:00,240,M4,51,0.9746603965759277
2026-07-01 01:00:00,300,M0,1,0.844365656375885
2026-07-01 01:00:00,300,M0,3,0.8856945633888245
2026-07-01 01:00:00,300,M0,9,0.9178299903869629
2026-07-01 01:00:00,300,M0,21,0.942779541015625
2026-07-01 01:00:00,300,M0,51,0.9669423699378967
2026-07-01 01:00:00,300,M1,1,0.8782736659049988
2026-07-01 01:00:00,300,M1,3,0.9034807682037354
2026-07-01 01:00:00,300,M1,9,0.9238896369934082
2026-07-01 01:00:00,300,M1,21,0.9420815110206604
2026-07-01 01:00:00,300,M1,51,0.9641302824020386
2026-07-01 01:00:00,300,M4,1,0.8702088594436646
2026-07-01 01:00:00,300,M4,3,0.8960027098655701
2026-07-01 01:00:00,300,M4,9,0.9167996048927307
2026-07-01 01:00:00,300,M4,21,0.934641420841217
2026-07-01 01:00:00,300,M4,51,0.9573527574539185
2026-07-01 01:00:00,360,M0,1,0.8372443914413452
2026-07-01 01:00:00,360,M0,3,0.8786596655845642
2026-07-01 01:00:00,360,M0,9,0.9111971855163574
2026-07-01 01:00:00,360,M0,21,0.9362798929214478
2026-07-01 01:00:00,360,M0,51,0.9618526101112366
2026-07-01 01:00:00,360,M1,1,0.8736864924430847
2026-07-01 01:00:00,360,M1,3,0.8983599543571472
2026-07-01 01:00:00,360,M1,9,0.9180037379264832
2026-07-01 01:00:00,360,M1,21,0.9352765679359436
2026-07-01 01:00:00,360,M1,51,0.9574810266494751
2026-07-01 01:00:00,360,M4,1,0.862655520439148
2026-07-01 01:00:00,360,M4,3,0.8886132836341858
2026-07-01 01:00:00,360,M4,9,0.9094837307929993
2026-07-01 01:00:00,360,M4,21,0.9272215962409973
2026-07-01 01:00:00,360,M4,51,0.9486028552055359
2026-07-01 03:00:00,30,M0,1,0.9154781699180603
2026-07-01 03:00:00,30,M0,3,0.9620056748390198
2026-07-01 03:00:00,30,M0,9,0.986097514629364
2026-07-01 03:00:00,30,M0,21,0.9947537779808044
2026-07-01 03:00:00,30,M0,51,0.9983285069465637
2026-07-01 03:00:00,30,M1,1,0.9282380938529968
2026-07-01 03:00:00,30,M1,3,0.9635447859764099
2026-07-01 03:00:00,30,M1,9,0.9857954978942871
2026-07-01 03:00:00,30,M1,21,0.9941020607948303
2026-07-01 03:00:00,30,M1,51,0.9975031614303589
2026-07-01 03:00:00,30,M4,1,0.934344470500946
