issue_utc,lead_min,method,scale,fss
2026-01-01 01:00:00,30,M0,1,0.9399827122688293
2026-01-01 01:00:00,30,M0,3,0.9655223488807678
2026-01-01 01:00:00,30,M0,9,0.9857219457626343
2026-01-01 01:00:00,30,M0,21,0.9941602945327759
2026-01-01 01:00:00,30,M0,51,0.9978338479995728
2026-01-01 01:00:00,30,M1,1,0.95302414894104
2026-01-01 01:00:00,30,M1,3,0.9746038913726807
2026-01-01 01:00:00,30,M1,9,0.9908156394958496
2026-01-01 01:00:00,30,M1,21,0.9968846440315247
2026-01-01 01:00:00,30,M1,51,0.9990649819374084
2026-01-01 01:00:00,60,M0,1,0.9242305755615234
2026-01-01 01:00:00,60,M0,3,0.9505815505981445
2026-01-01 01:00:00,60,M0,9,0.9737859964370728
2026-01-01 01:00:00,60,M0,21,0.9869409203529358
2026-01-01 01:00:00,60,M0,51,0.9943520426750183
2026-01-01 01:00:00,60,M1,1,0.9384884834289551
2026-01-01 01:00:00,60,M1,3,0.9582794904708862
2026-01-01 01:00:00,60,M1,9,0.9785491824150085
2026-01-01 01:00:00,60,M1,21,0.9909175038337708
2026-01-01 01:00:00,60,M1,51,0.9970338344573975
2026-01-01 01:00:00,120,M0,1,0.8980145454406738
2026-01-01 01:00:00,120,M0,3,0.9228031635284424
2026-01-01 01:00:00,120,M0,9,0.947797417640686
2026-01-01 01:00:00,120,M0,21,0.9663591980934143
2026-01-01 01:00:00,120,M0,51,0.9829041957855225
2026-01-01 01:00:00,120,M1,1,0.9219717979431152
2026-01-01 01:00:00,120,M1,3,0.9374396800994873
2026-01-01 01:00:00,120,M1,9,0.9567710161209106
2026-01-01 01:00:00,120,M1,21,0.9756873846054077
2026-01-01 01:00:00,120,M1,51,0.9912794232368469
2026-01-01 01:00:00,180,M0,1,0.881437361240387
2026-01-01 01:00:00,180,M0,3,0.9063413143157959
2026-01-01 01:00:00,180,M0,9,0.9325739741325378
2026-01-01 01:00:00,180,M0,21,0.9533920288085938
2026-01-01 01:00:00,180,M0,51,0.9748573899269104
2026-01-01 01:00:00,180,M1,1,0.9151396155357361
2026-01-01 01:00:00,180,M1,3,0.9297102689743042
2026-01-01 01:00:00,180,M1,9,0.9480272531509399
2026-01-01 01:00:00,180,M1,21,0.9673537015914917
2026-01-01 01:00:00,180,M1,51,0.9861293435096741
2026-01-01 01:00:00,240,M0,1,0.8720166087150574
2026-01-01 01:00:00,240,M0,3,0.8971185088157654
2026-01-01 01:00:00,240,M0,9,0.9236454963684082
2026-01-01 01:00:00,240,M0,21,0.9443191885948181
2026-01-01 01:00:00,240,M0,51,0.9673245549201965
2026-01-01 01:00:00,240,M1,1,0.9004790782928467
2026-01-01 01:00:00,240,M1,3,0.914859414100647
2026-01-01 01:00:00,240,M1,9,0.933250367641449
2026-01-01 01:00:00,240,M1,21,0.9539849758148193
2026-01-01 01:00:00,240,M1,51,0.9771423935890198
2026-01-01 01:00:00,300,M0,1,0.8570511937141418
2026-01-01 01:00:00,300,M0,3,0.8820088505744934
